Name,Address,Suburb,Postcode,LGA,Licensee,Licensee ABN,Facebook Link,Instagram link,Email Address,Phone Number,Date email 1 sent,Date email 2 sent,Date email 3 sent,Notes,
Palace Central,Level 3  28 Broadway ,CHIPPENDALE,2008,Sydney,PALACE CINEMAS PTY LTD,84158240549,https://www.facebook.com/Palacecinemas,https://www.instagram.com/palacecinemas/,feedback@palacecinemas.com.au,+61 2 9190 2290,4/6/2024,,,other no . : +61 3 9816 1700 ,
Spicers Potts Point,122-124 Victoria St ,POTTS POINT,2011,Sydney,SPICERS RETREATS HOTELS AND LODGES PTY LTD,22137592593,https://web.facebook.com/spicerspottspoint/?_rdc=1&_rdr,https://www.instagram.com/spicerspottspoint/,reception.pottspoint@spicersretreats.com,+61 1300 525 442,4/6/2024,,,Enquiry form available / they have FB acct and instagram,
Betty's Burgers & Concrete Co,Shop E-04 International Conference Centre 14 Darling Drive ,SYDNEY,2000,Sydney,BETTY'S BURGERS AUSTRALIA PTY LTD,35132912817,https://web.facebook.com/bettysburgersco/?ref=br_rs&_rdc=1&_rdr,https://www.instagram.com/bettys_burgers/?hl=en,contact@bettysburgers.com.au,+61 2 9212 7773,4/6/2024,,,Enquiry form available / they have FB acct and instagram,
Argyle Bar,3 Argyle Pl ,MILLERS POINT,2000,Sydney,Area 16 Pty Ltd,57583194735,https://web.facebook.com/ArgyleBarSydney/?_rdc=1&_rdr,https://www.instagram.com/theargylerocks/?hl=en,info@argylebar.com.au,+61 408 424 042,4/6/2024,,,other phone no. : +61 2 9247 5500 / Enquiry form available / they have FB acct and instagram,
Stitch Bar,Basement 61 York St ,SYDNEY,2000,Sydney,POCKET GROUP PTY LTD,98133768082,https://web.facebook.com/StitchBarSydney/?_rdc=1&_rdr,https://www.instagram.com/stitchbar/,info@stitchbar.com,+61 2 9279 0380,4/6/2024,,,POCKET BAR TERRIGAL : info@pocketterrigal.com.au / (02) 4385 1050 / they have FB and instagram acct,
Spicy Joint,L 4 25-29 Dixon St ,SYDNEY,2000,Sydney,Xuan XIA,,https://web.facebook.com/spicyjoint/?_rdc=1&_rdr,https://www.instagram.com/spicyjointau/?hl=en,, +61 410 637 977,,,,other phone no. : +61 2 9212 1777 / no email address and website / FB acct available,
Universal Cafeteria,Shops 7&8 Building 6  702-730 Harris Street ,ULTIMO,2007,Sydney,Anthony Plati,,https://web.facebook.com/universalcafeteria/?_rdc=1&_rdr,https://www.instagram.com/universalcafeteria/?hl=en,Maggie@universalcafeteria.com.au,(02) 9514 8887,4/6/2024,,,CATERING@UNIVERSALCAFETERIA.COM.AU / FB acct and instagram acct available ,
McWilliam's Wines Group Ltd,Ground Level 55-65 Murray St ,PYRMONT,2009,Sydney,Kalani Bulathsinghala,,https://web.facebook.com/McWilliamsWines/?_rdc=1&_rdr,https://www.instagram.com/mcwilliamswines/,customerservice@calabriafwg.com.au,+61 2 6969 0800,4/6/2024,,,Mail Club Ph: +61 2 6969 0850 / SALES :  1800 800 584 /  Enquiry form available / they have FB acct and instagram,
Guzman Y Gomez ICC Darling Harbour,Shop E05  14 Darling Drive ,SYDNEY,2000,Sydney,GUZMAN Y GOMEZ RESTAURANT GROUP PTY LIMITED,60123803216,https://web.facebook.com/GYGICCDarlingHarbour/?_rdc=1&_rdr,https://www.instagram.com/guzmanygomez/,,+61 2 8004 9258,,,,no website / and email address / FB acct available,
Status Co. Republic,"Tenancy T1.08, Ground Floor, Tower T1 100 Barangaroo Avenue ",BARANGAROO,2000,Sydney,BLOWTIQUE CAPITAL PTY LTD,13662153791,https://web.facebook.com/status.co.republic?_rdc=1&_rdr,https://www.instagram.com/statusco.republic/,hello@statusco.com.au,+61 2 9290 1802,4/6/2024,,,Hair salon in Barangaroo / salon@statusco.com.au,
Hawker Star,"Shop L2-04, Level 2 (Podium Level 7) Gateway Centre, 1 Macquarie Place",SYDNEY,2000,Sydney,456 CLEVELAND PTY LTD,62628807116,https://web.facebook.com/hawkersydney/?_rdc=1&_rdr,,,+61 2 7910 8569,,,,no website and email address,
Red Lemon Thai Cafe,637 Harris St ,ULTIMO,2007,Sydney,KIJ RUNG RUENG PTY LTD,,https://web.facebook.com/redlemonthai/?_rdc=1&_rdr,https://www.instagram.com/redlemonthai/,redlemonthai@gmail.com,+61 412 496 700,4/6/2024,,,Enquiry form available / they have FB acct and instagram,
HARAJUKU GYOZA (DARLING HARBOUR),International Convention Centre Shop T01 14 Darling Dr ,SYDNEY,2000,Sydney,Rachel Connor,,https://web.facebook.com/HarajukuGyozaBeerStadiumDarlingHarbour/?_rdc=1&_rdr,https://www.instagram.com/harajukugyoza/?hl=en,admin.darlingharbour@harajukugyoza.com, +61 2 9211 4779,4/6/2024,,,they have FB acct,
King of the Mosh Pit,642a King Street ,NEWTOWN,2042,Sydney,Waxman Jones Pty Ltd,88613976122,https://web.facebook.com/MoshPitBarSydney/?_rdc=1&_rdr,https://www.instagram.com/moshpit.bar/?hl=en,,,4/6/2024,,,Email not working. Enquiry form available / they have FB acct and instagram,
Button Bar,65-67 Foveaux St ,SURRY HILLS,2010,Sydney,LITTLE POCKET GROUP PTY LTD,,https://web.facebook.com/ButtonBar/?_rdc=1&_rdr,https://www.instagram.com/button_bar/,,+61 2 9211 1544,4/6/2024,,,Email not working,
THE FREEDOM HUB LTD,283 Young St ,WATERLOO,2017,Sydney,Sally Irwin,,https://web.facebook.com/freedomhuborg/?_rdc=1&_rdr,https://www.instagram.com/freedomhuborg/,AdminHQ@thefreedomhub.org,+61 432 619 702,4/6/2024,,,they have FB and instagram acct,
Clifton Operations Pty Limited,L 13  60 Margaret St ,SYDNEY,2000,Sydney,CLIFTON OPERATIONS PTY LIMITED,,,,,,,,,no matches infos,
Nung Len,Shop 2  89 Macleay St ,POTTS POINT,2011,Sydney,Phan Kaveewatcharanont,,https://web.facebook.com/NungLenthai/?_rdc=1&_rdr,https://www.instagram.com/nunglenthai/,reservation.nunglen@gmail.com,+61 2 9331 2255,4/6/2024,,,they have FB and instagram acct,
HACO SYDNEY,U 102 21 Alberta St ,SYDNEY,2000,Sydney,AGE CHACO PTY LTD,43645212317,https://web.facebook.com/p/Haco-100064859790980/?_rdc=1&_rdr,https://www.instagram.com/haco.sydney/,haco@hacosydney.com.au, +61 408 866 285,4/6/2024,,,they have FB and instagram acct,
O'UCHI,Shop 1 G  76-80 Clarence St ,SYDNEY,2000,Sydney,Reina Wada,,https://web.facebook.com/UchiLounge/?_rdc=1&_rdr,https://www.instagram.com/uchilounge/,info@ouchi.com.au,+61 481 232 023,4/6/2024,,,they have FB and instagram acct,
The Lobo Plantation,B Lot 1 209 Clarence St ,SYDNEY,2000,Sydney,THE BOROUGH PROJECTS PTY. LTD.,51158355885,https://web.facebook.com/thelobosydney/?_rdc=1&_rdr,https://www.instagram.com/thelobo_syd/,info@thelobo.com.au,,4/6/2024,,,no phone no. on the website / they have FB page and instagram,
FIRST DRAFT INCORPORATED,13-17 Riley St ,WOOLLOOMOOLOO,2011,Sydney,Caitlyn Reynolds,,https://web.facebook.com/firstdraft.org/?_rdc=1&_rdr,https://www.instagram.com/firstdraft_/,info@firstdraft.org.au,+61 2 8970 2999,4/6/2024,,,instagram acct available,
Holy Duck,Tenancy A2 Ground Floor 12 Kensington Street ,CHIPPENDALE,2008,Sydney,Matthew Mills,,https://web.facebook.com/holyduck.au/?_rdc=1&_rdr,https://www.instagram.com/holyduck.au/,manager@holyduck.com.au, +61 2 9281 0080,4/6/2024,,,they have FB and instagram acct,
Two Fratelli Cafe,U 80  30-32 Pirrama Rd ,PYRMONT,2009,Sydney,Gaetano David CAMARDA,,https://web.facebook.com/twofratellicafe/?_rdc=1&_rdr,https://www.instagram.com/twofratellicafe/,twofratellicafe@gmail.com, +61 410 617 506,4/6/2024,,,other phone no. (02) 9566 1177/ Enquiry form available / they have FB acct and instagram,
The Roadhouse Byron Bay,81 Stanley St ,DARLINGHURST,2010,Sydney,Anthony MacFarlane,,https://web.facebook.com/p/Roadhouse-Byron-Bay-100070120300785/?_rdc=1&_rdr,https://www.instagram.com/roadhousebyronbay/,roadybyronbay@gmail.com,+61 461 443 413,4/6/2024,,,they have instagram acct,
The Eveleigh Hotel,156-160 Abercrombie St ,REDFERN,2016,Sydney,Margot Renton,,https://web.facebook.com/TheEveleighHotel/?_rdc=1&_rdr,https://www.instagram.com/theeveleighhotel/,manager@theeveleighhotel.com.au,+61 2 9699 7409,4/6/2024,,,no website / they have FB and instagram acct,
Zigi's,8 Shepherd St ,CHIPPENDALE,2008,Sydney,ZCC Pty Ltd,87116452209,https://web.facebook.com/zigiswinebar?_rdc=1&_rdr,https://www.instagram.com/zigiswinebar/, info@zigis.com.au,+61 2 9212 4178,4/6/2024,,,Enquiry form available / they have FB acct and instagram,
Stockroom Kitchen,94-136 Harris St ,PYRMONT,2009,Sydney,BURRICUS PTY LTD,74628349584,https://web.facebook.com/stockroomcafe/?_rdc=1&_rdr,https://www.instagram.com/stockroom.cafe/, catering@stockroomcafe.com,+61 478 055 095,4/6/2024,,,Enquiry form available / they have FB acct and instagram,
Leo Sydney Pty Ltd,Shop 1 1 Angel Pl ,SYDNEY,2000,Sydney,Karl Firla,,,https://www.instagram.com/restaurant_leo,HELLO@RESTAURANTLEO.COM.AU,+61 2 9235 3383,4/6/2024,,,they have instagram acct,
Barangaroo House,"Building R1, Barangaroo South, Cnr Barangaroo Avenue & Lime Street ",BARANGAROO,2000,Sydney,Christopher Garner,,https://web.facebook.com/barangaroohouse/?_rdc=1&_rdr,https://www.instagram.com/barangaroohouse/,barangaroohouse@solotel.com.au,+61 2 8587 5400,4/6/2024,,,they have FB and instagram acct,
Bistro Rex,Shop 1 50-58 Macleay Street ,POTTS POINT,2011,Sydney,PETER CURCURUTO,,https://web.facebook.com/BistroRexPottsPoint/?_rdc=1&_rdr,https://www.instagram.com/bistrorex/,hello@bistrorex.com.au,+61 2 9332 2100,4/6/2024,,,they have FB and instagram acct,
Wing Dynasty,46 KENSINGTON ST ,CHIPPENDALE,2008,Sydney,Hannah Deveridge,,https://web.facebook.com/p/Wing-Dynasty-Sydney-100086224363070/?_rdc=1&_rdr,https://www.instagram.com/wing.dynasty/?hl=en,info@midashospitality.com.au,+61 438 055 733,4/6/2024,,,they have FB and instagram acct,
Dexus Place Pty Limited - GMT,Governor Macquarie Tower L 15  1 Farrer Pl ,SYDNEY,2000,Sydney,Dexus Place Pty Limited,29602897503,https://web.facebook.com/dexusplace/?_rdc=1&_rdr,https://www.instagram.com/dexusplace/,,+61 2 9017 1100,,,,leasing property,
Eastside Kitchen,First Floor 10 Kensington Street,CHIPPENDALE,2008,Sydney,Davide Elia,,https://web.facebook.com/eastsidebarandgrill/?_rdc=1&_rdr,https://www.instagram.com/eastsidebarandgrill/,info@eastsidebarandgrill.com.au,+61 2 9212 0900,5/6/2024,,,they have FB and instagram acct,
New Thainatown,48A/91 Goulburn St ,HAYMARKET,2000,Sydney,New Thainatown Pty Ltd,14602052951,https://web.facebook.com/newthainatown/?_rdc=1&_rdr,https://www.instagram.com/newthainatown/,newthainatown@gmail.com,+61 2 9211 0090,5/6/2024,,,no website / FB acct available,
Musubiya Pty Ltd,Shop 1 209-211 Harris St ,PYRMONT,2009,Sydney,Seunghyun Roh,,https://web.facebook.com/musubiyaau/?_rdc=1&_rdr,https://www.instagram.com/musubiya_au/p/C85S6WCy_MI/,musubiyaau@gmail.com,+61 422 472 488,5/6/2024,,,they have instagram acct,
12-Micron,15 100 Barangaroo Avenue ,BARANGAROO,2000,Sydney,VENUE LL 3 PTY LTD,,https://web.facebook.com/thevenuescollection.aus/?_rdc=1&_rdr,https://www.instagram.com/thevenuescollection.aus,12micron@thevenuesco.au,02 8218 8877,5/6/2024,,,they have FB and instagram acct ,
Beast&Co,Shop 15 423 Bourke St ,SURRY HILLS,2010,Sydney,Jakub Kosik,,https://web.facebook.com/beastandco?_rdc=1&_rdr,https://www.instagram.com/beastandco_surryhills/,info@beastandco.com.au,+61 2 8367 0985,5/6/2024,,,Enquiry form available / they have FB acct and instagram,
The Scarlet Weasel,169 Regent St ,REDFERN,2016,Sydney,IT TAKES A NATION PTY LTD,13649617443,https://web.facebook.com/scarletweaselredfern/?_rdc=1&_rdr,https://www.instagram.com/scarletweasel_redfern/,, +61 403 806 039,,,,no website and email address / instagram available,
Untied,Tenancy R7.07 Building R7 Level 4 300 Barangaroo Avenue ,BARANGAROO,2000,Sydney,CHRISTOPHE GARREC,,https://web.facebook.com/untiedsydney/?_rdc=1&_rdr,https://www.instagram.com/untied_sydney/,info@untiedsydney.com.au,+61 2 8322 2099,5/6/2024,,,Untied - Rooftop Sydney name on the website / Enquiry form available / they have FB acct and instagram,
Mecca Coffee Alexandria,26 Bourke Road ,ALEXANDRIA,2015,Sydney,Mecca Coffee Roasters Pty Limited,61153465000,https://web.facebook.com/MeccaCoffeeRoasters/?_rdc=1&_rdr,https://www.instagram.com/meccacoffee/?hl=en,,,,,,no email address and phone number on the website / Enquiry form available,
Yakiniku Yokocho,Shop 9.08 Regent Place Level 9 501 George Street ,SYDNEY,2000,Sydney,Kazuki Arai,,https://web.facebook.com/yakinikuyokocho?_rdc=1&_rdr,https://www.instagram.com/yakinikuyokocho,,+61 2 9261 3131,5/6/2024,,,email couldn't be delivered / they have no other email address,
The York,5 York St ,SYDNEY,2000,Sydney,Anil Shah,,https://web.facebook.com/TheYorkSydney?_rdc=1&_rdr,https://www.instagram.com/theyorksydney/,,+61 2 9210 5000,,,,no email address on the website / Enquiry form available / they have FB acct and instagram ,
Andiamo Trattoria Kensington Street,9 Kensington St ,CHIPPENDALE,2008,Sydney,Boutros El Alam,,https://web.facebook.com/AndiamoKensingtonSt/?_rdc=1&_rdr,https://www.instagram.com/andiamotrattoria/?hl=en,,+61 2 9280 0081,,,,no email address on the website / they have FB and instagram acct ,
Pablo & Rustys 161 Pty Ltd,Legion House Shop 4  161 Castlereagh St ,SYDNEY,2000,Sydney,PABLO & RUSTYS 161 PTY LTD,14161204397,https://web.facebook.com/PabloandRustysSydneyCBD/?_rdc=1&_rdr,https://www.instagram.com/pabloandrustys.syd,contact@pabloandrustys.com.au,+61 2 9807 6293,5/6/2024,,,Enquiry form available / they have FB acct and instagram ,
love.fish Barangaroo,Tenancy R8.07 Anadara Building 23 Barangaroo Avenue ,BARANGAROO,2000,Sydney,Michael Milkovic,,https://web.facebook.com/lovefishbarangaroo/?_rdc=1&_rdr,https://www.instagram.com/lovefishbarangaroo, eat@lovefish.com.au,+61 2 8077 3700,5/6/2024,,,they have FB and instagram acct ,
The Meat and Wine Co Barangaroo,Shop T1.01 & T1.12 International Towers ,BARANGAROO,2000,Sydney,INFINITY EIGHT PTY LTD,90609804631,https://web.facebook.com/TheMeatWineCoBarangarooNSWAustralia/,https://www.instagram.com/themeatandwineco,barangaroo@themeatandwineco.com,+61 2 8629 8888,5/6/2024,,,they have FB and instagram acct ,
KICKIN' INN - ZETLAND," Shop 33, East Village, 4 Defries Ave, ",ZETLAND,2017,Sydney,Modern Restaurants Trading 4 Pty Ltd,,https://web.facebook.com/kickininn/?_rdc=1&_rdr,https://www.instagram.com/kickininn/,info@kickininn.com.au,+61 2 9663 4896,5/6/2024,,,they have FB and instagram acct ,
Pizza Deli,Shop 1  356 George Street ,WATERLOO,2017,Sydney,Sagar Chaudhary,,https://web.facebook.com/pizzadeliwaterloo/?_rdc=1&_rdr,https://www.instagram.com/pizzadeliwaterloo/,Info.pdeli@gmail.com,+61 2 8381 3333,5/6/2024,,,they have FB and instagram acct ,
Charlotte's Little Sister,1 Central Ave ,EVELEIGH,2015,Sydney,CHARLOTTE HOLDINGS AUST PTY LTD,80161008215,https://web.facebook.com/CharlotteCafes?_rdc=1&_rdr,https://www.instagram.com/charlottecafes,careers@charlottecafe.com.au,+61 2 9698 1503,5/6/2024,5/6/2024,,email couldn't be delivered / +61 2 9810 1119 / Enquiry form available / new email from the website,
Mentmore & Morley,55 Mentmore Ave ,ROSEBERY,2018,Sydney,MENTMORE & MORLEY PTY LTD,,https://web.facebook.com/mentmoreandmorley/?_rdc=1&_rdr,https://www.instagram.com/mentmoreandmorley/,info@mentmoreandmorley.com.au, +61 2 9697 3617,5/6/2024,,,no website / they have FB and instagram acct ,
Salt Meats Cheese Circular Quay,"Shop L201 & L301, Level 2 & 3 (Podium Level 7 & 8) The Gateway Centre, 1 Maquarie Place",SYDNEY,2000,Sydney,Rita Saab,,https://web.facebook.com/Saltmeatscheese/?_rdc=1&_rdr,https://www.instagram.com/saltmeatscheese/,events@smcg.com.au,+61 421 276 629,5/6/2024,,,Enquiry form available / they have FB acct and instagram,
The Grounds in the City,RG12/RG13 Ground Floor 500  George St ,SYDNEY,2000,Sydney,THE GROUNDS GALERIES PTY LTD,51602514876,https://web.facebook.com/thegrounds?_rdc=1&_rdr,https://www.instagram.com/thegrounds/,info@thegrounds.com.au,+61 (2) 9699 2225,5/6/2024,,,Enquiry form available / they have FB acct and instagram,
BJW Properties Pty Ltd,19 Farrell Ave ,DARLINGHURST,2010,Sydney,BJW PROPERTIES PTY LTD,43106883578,,,,,,,,no matches infos,
Jardin St James,173 King St ,SYDNEY,2000,Sydney,Shandy Jong,,https://web.facebook.com/jardinstjames/?_rdc=1&_rdr,https://www.instagram.com/jardinstjames,stjamesjardin@gmail.com,,5/6/2024,,,no phone no. on the website / they have FB and instagram acct ,
Nola Smokehouse and Bar,"Tenancy T1.13 ""Tower T1"" Level 1 100 Barangaroo Avenue ",BARANGAROO,2000,Sydney,Nola Sydney Pty Ltd,,https://web.facebook.com/nolasydney/?_rdc=1&_rdr,https://www.instagram.com/nolasydney/,info@nolasydney.com, +61 2 9188 3039,5/6/2024,,,Enquiry form available / they have FB acct and instagram,
Alley Way By Avenue,200 George St ,SYDNEY,2000,Sydney,Joshua Lawrence,,https://web.facebook.com/AlleywaySydney/?_rdc=1&_rdr,https://web.facebook.com/AlleywaySydney/?_rdc=1&_rdr,,,,,,no website / no email address and no phone number,
SANG BY MABASA,98 Fitzroy St ,SURRY HILLS,2010,Sydney,Yong Soo Son,,https://web.facebook.com/sangbymabasa?_rdc=1&_rdr,https://www.instagram.com/sangbymabasa,​sangbymabasa@gmail.com,+61 2 9331 5175,5/6/2024,,,other phone : +61 2 9555 6621 / instagram acct available,
Don Giovanni,Shop 1  118 Devonshire St ,SURRY HILLS,2010,Sydney,Giovanni Cristiano,,https://web.facebook.com/DonGiovannipizzabar/?_rdc=1&_rdr,https://www.instagram.com/dongiovannipizzabar_syd/?hl=en,info@dongiovannipizzabar.com.au, +61 422 582 318,5/6/2024,,,they have FB  acct ,
Dutch Smuggler,Tenancy 4 200 George Street ,SYDNEY,2000,Sydney,Mirvac George Street Pty limited,99098668896,https://web.facebook.com/dutchsmuggler/?_rdc=1&_rdr,https://www.instagram.com/dutchsmuggler,hello@dutchsmuggler.com.au,+61 478 056 943,5/6/2024,,,they have FB and instagram acct ,
Brick Lane E1,75 Stanley St ,DARLINGHURST,2010,Sydney,YORIMICHI INTERNATIONAL PTY LTD,60662778145,https://web.facebook.com/BLStanleySt/?_rdc=1&_rdr,https://www.instagram.com/bricklanestanleyst/?hl=en,,+61 2 8964 9318,,,,no website and email address / they have FB and instagram acct ,
Chin Chin Restaurant,Lot 101 46-52 Wentworth Avenue ,SURRY HILLS,2010,Sydney,Chin Chin (Sydney) Pty Ltd,,https://web.facebook.com/chinchinrestaurant/?_rdc=1&_rdr,https://www.instagram.com/chinchin/?hl=en,eat@chinchinsydney.com.au,+61 2 9281 3322,5/6/2024,,,they have FB and instagram acct ,
Sax Cafe and Lounge Bar,Shop 7a 100 Barangaroo Avenue ,BARANGAROO,2000,Sydney,ONE FOOD PTY LTD,66649935633,https://web.facebook.com/thesaxcafe/?_rdc=1&_rdr,https://www.instagram.com/saxsydney/,management@sax.sydney,+61 2 9072 1232,5/6/2024,,,they have FB and instagram acct ,
Four Frogs Creperie Circular Quay Pty Ltd,"Tenancy G11 & G12, Ground level (podium level 5) Gateway Centre, 1 Macquarie Place",SYDNEY,2000,Sydney,FOUR FROGS CREPERIE CIRCULAR QUAY PTY. LTD.,,https://web.facebook.com/fourfrogscreperie/?_rdc=1&_rdr,https://www.instagram.com/fourfrogscreperie/,info@fourfrogs.com.au, +61 2 9241 2277,5/6/2024,,,they have FB and instagram acct ,
Din Tai Fung,Shops G20 & G21 Gateway 1 Macquarie Place ,SYDNEY,2000,Sydney,SGT CONNEXION PTY LTD,94639595789,https://web.facebook.com/Dintaifungaustralia/,https://www.instagram.com/dintaifungaustralia/,hello@dintaifung.com.au,61292524730,5/6/2024,,,they have FB and instagram acct ,
Hurricane's Grill Circular Quay,"Shop L2-02 & L2-03, Level 2 (Podium Level 7) The Gateway Centre, 1 Macquarie Place",SYDNEY,2000,Sydney,HURRICANE'S GRILL CIRCULAR QUAY PTY LTD,,https://web.facebook.com/hurricanesgrillcircularquay/?_rdc=1&_rdr,https://www.instagram.com/hurricanesgrillcircularquay/,contact@hgcs.com.au  ,+61 2 9211 2210,5/6/2024,,,functions@hgcs.com.au / functions@hgcs.com.au / they have FB and instagram acct ,
Chat Thai,"L1-05 Level 1 (Podium Level 6) Gateway Centre, 1 Macquarie Place",SYDNEY,2000,Sydney,Sunida Thawinkarn,,https://web.facebook.com/chatthaiofficial?_rdc=1&_rdr,https://www.instagram.com/chatthai_official,media@chatthai.com,+61 2 9247 3053,5/6/2024,,,westfield@chatthai.com / (02) 9221 0600 / gateway@chatthai.com / : galeries@chatthai.com /  (02) 9283 5789,
Handpicked Experience Cellar Door,Block 10 Tgb1 Ground Floor & Mezzanine Level 10 Kensington Street ,CHIPPENDALE,2008,Sydney,HANDPICKED EXPERIENCE (SYDNEY) PTY. LTD.,,https://web.facebook.com/handpicked.wines.australia?_rdc=1&_rdr,https://www.instagram.com/handpickedwines,cellardoor@handpickedwines.com.au,+61 2 9392 9190,5/6/2024,,,they have FB and instagram acct ,
